Name,URL,官方均价(元/㎡),min租金(元/月),max租金(元/月),avg租金(元/月),房子数/租金样本数量,租房最小面积(㎡),租房最大面积(㎡),租房平均面积(㎡),二手房样本数量,min二手房价(万元),max二手房价(万元),avg二手房价(万元),min二手房均价(元/㎡),max二手房均价(元/㎡),avg二手房均价(元/㎡)
博兴,https://boxingxian.anjuke.com/,-1,500,16000,1695.4545454545455,22,20.0,146.0,101.77272727272727,60,26.0,69.0,55.52666666666667,3715,7832,6064.716666666666
成都,https://chengdu.anjuke.com/,-1,750,1200,1118.8333333333333,60,48.0,100.8,77.36833333333333,60,10.0,22.0,19.961666666666666,1129,3115,2598.866666666667
重庆,https://chongqing.anjuke.com/,11320,500,830,754.6666666666666,60,40.0,90.0,64.15,60,13.0,17.0,15.483333333333327,1400,2429,2033.75
长沙,https://cs.anjuke.com/,10045,1000,1350,1223.2833333333333,60,20.0,92.0,63.035,60,23.8,35.8,32.19016666666665,2943,5007,3966.5
常州,https://cz.anjuke.com/,14767,800,1650,1391.1,60,43.0,93.0,69.68166666666667,60,35.0,42.8,40.11333333333335,3834,6000,5049.433333333333
长春,https://cc.anjuke.com/,-1,700,1100,1003.3333333333334,60,43.0,88.0,66.28,60,17.0,25.0,22.796333333333333,2000,3572,2918.15
沧州,https://cangzhou.anjuke.com/,10735,600,2000,1335.909090909091,44,50.0,101.0,81.99090909090908,60,27.0,40.0,35.983333333333334,2951,5715,4296.5
昌吉,https://changji.anjuke.com/,6010,450,1800,990.7547169811321,53,56.0,130.0,81.94528301886793,60,10.0,22.0,18.244999999999997,1191,3099,2254.733333333333
赤峰,https://chifeng.anjuke.com/,9818,666,14000,1633.287234042553,94,30.0,140.9,73.1063829787234,60,15.0,31.1,28.241666666666664,1679,4429,3635.116666666667
常德,https://changde.anjuke.com/,6842,700,2000,1517.9833333333333,60,40.0,118.0,76.35,60,12.8,28.8,24.183333333333323,1829,3836,2826.35
郴州,https://chenzhou.anjuke.com/,6363,330,3800,1387.7721518987341,79,28.0,1474.0,98.17848101265824,60,16.8,32.8,28.468333333333316,1867,4686,3308.733333333333
承德,https://chengde.anjuke.com/,10177,400,18000,2356.7926829268295,82,30.0,130.0,83.06463414634146,60,21.0,37.0,31.458333333333332,2848,5143,4247.816666666667
长治,https://changzhi.anjuke.com/,9165,280,3000,1371.5111111111112,90,10.0,1500.0,106.91666666666667,60,18.0,41.0,33.78333333333333,2143,5715,3871.0666666666666
池州,https://chizhou.anjuke.com/,8997,500,1600,1051.6,50,56.0,96.0,78.68800000000002,60,1.0,36.2,31.211666666666662,76,5000,3328.9166666666665
滁州,https://chuzhou.anjuke.com/,7243,400,2800,1355.7808219178082,73,37.0,220.0,92.91506849315068,60,14.8,25.0,22.359999999999992,1535,3472,2590.866666666667
朝阳,https://chaoyang.anjuke.com/,4766,400,15000,1576.6,65,25.0,140.0,65.73076923076923,60,10.0,18.0,16.00833333333333,1427,2572,2131.85
潮州,https://chaozhou.anjuke.com/,5948,390,5000,2013.0666666666666,75,28.0,281.0,101.17333333333333,60,11.8,23.0,19.534333333333326,1475,3167,2450.9333333333334
楚雄,https://chuxiong.anjuke.com/,5639,600,1500,1168.1818181818182,44,54.0,105.0,83.74318181818182,60,19.0,30.0,27.519999999999992,2715,4286,3517.35
巢湖,https://chaohu.anjuke.com/,14215,600,1000,864.2,60,53.0,99.0,76.05666666666666,60,28.0,41.5,37.14333333333333,2617,5858,4710.716666666666
昌都,https://changdu.anjuke.com/,-1,1600,4000,3140.0,10,43.0,141.2,103.82000000000001,5,41.0,120.0,58.6,3571,8499,4713.6
长葛,https://changge.anjuke.com/,-1,300,3000,1103.2833333333333,60,25.0,195.0,98.23,60,18.0,37.0,30.358333333333334,1637,4685,2940.95
崇左,https://chongzuo.anjuke.com/,-1,400,5000,1636.0655737704917,61,20.0,400.0,99.6032786885246,60,18.0,39.8,34.69166666666667,2572,4750,3733.133333333333
赤壁,https://chibi.anjuke.com/,-1,400,2500,1207.3529411764705,68,30.0,168.0,91.52058823529411,60,15.0,28.0,24.503333333333334,1546,3858,2814.15
岑溪,https://cengxi.anjuke.com/,-1,600,2500,1473.9666666666667,60,28.0,280.0,91.66666666666667,60,23.8,44.6,35.73,2937,5392,3869.85
慈溪,https://cixi.anjuke.com/,-1,1300,1600,1460.8333333333333,60,50.0,102.0,89.855,60,52.0,70.0,65.997,6307,10000,8116.283333333334
崇州,https://chongzhou.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
慈利,https://cilixian.anjuke.com/,-1,500,1600,1008.125,16,40.0,150.0,85.7125,60,31.8,49.8,43.981666666666676,2934,5534,4165.266666666666
长岭,https://changlingxian.anjuke.com/,-1,10000,10000,10000.0,1,99.8,99.8,99.8,7,23.5,48.0,33.542857142857144,2991,4664,3930.8823529411766
长兴,https://changxingxian.anjuke.com/,-1,500,3600,1997.8333333333333,60,30.0,135.0,80.81666666666666,60,33.0,48.0,42.87,3383,6828,4967.516666666666
苍南县,https://cangnanxian.anjuke.com/,-1,580,28000,2718.2297297297296,74,20.0,188.0,94.18648648648649,60,32.0,59.0,51.780000000000015,2075,7350,4879.233333333334
曹县,https://caoxian.anjuke.com/,-1,600,22000,1701.4166666666667,60,40.0,300.0,118.96833333333332,60,21.5,41.0,35.48833333333334,2818,5224,4035.4333333333334
长垣县,https://changyuanxian.anjuke.com/,-1,350,15000,1599.4333333333334,60,18.0,170.0,110.23833333333333,60,32.5,75.0,63.23833333333334,3250,8112,5469.966666666666
昌乐,https://changle.anjuke.com/,-1,600,1600,994.375,72,33.0,142.0,88.70833333333333,60,21.0,35.0,31.311666666666664,2482,5000,3751.1666666666665
沧县,https://cangxian.anjuke.com/,-1,500,22000,2628.3783783783783,37,70.0,400.0,131.21891891891892,60,28.0,48.0,41.175,3208,6667,4969.966666666666
长宁,https://changning.anjuke.com/,-1,500,1800,1227.7777777777778,27,27.6,180.0,102.44814814814815,60,20.5,35.68,31.49366666666664,2329,4132,3178.1
磁县,https://cixian.anjuke.com/,-1,500,1500,972.6315789473684,19,40.0,191.2,97.27368421052631,60,30.0,65.0,53.335,2831,7223,5339.933333333333
茌平,https://chiping.anjuke.com/,-1,330,2000,1037.2727272727273,11,41.0,420.0,138.0909090909091,60,30.0,65.0,52.155,3218,7242,5440.45
大连,https://dalian.anjuke.com/,14975,750,1600,1380.8166666666666,60,40.0,100.0,69.49999999999999,60,5.0,30.0,24.283000000000005,313,4278,3141.8166666666666
东莞,https://dg.anjuke.com/,-1,500,900,826.1666666666666,60,30.0,88.0,61.906666666666666,60,19.8,32.0,29.742166666666662,2204,4572,3837.15
德阳,https://deyang.anjuke.com/,5975,500,1690,1158.0,60,50.0,103.0,78.94,60,18.0,25.0,23.319999999999997,2446,3572,3050.5333333333333
大理,https://dali.anjuke.com/,12727,700,5200,1767.6166666666666,60,46.0,120.0,77.75500000000001,60,23.0,52.0,45.53166666666666,3027,6934,4919.1
德州,https://dezhou.anjuke.com/,9003,600,900,836.5333333333333,60,56.0,101.0,86.21000000000001,60,18.0,28.9,25.98333333333335,2181,4129,3371.883333333333
东营,https://dongying.anjuke.com/,8179,500,25000,2292.4823529411765,85,35.0,1300.0,103.38823529411765,60,11.0,21.0,18.243333333333332,1326,2958,2391.7166666666667
大庆,https://daqing.anjuke.com/,5337,550,1833,1060.7,60,42.0,102.0,69.28500000000001,59,1.0,11.5,8.900000000000002,86,1571,1163.3559322033898
丹东,https://dandong.anjuke.com/,7036,600,3000,1667.5,60,35.0,110.0,81.73333333333333,60,1.0,24.0,21.545166666666663,102,3358,2828.35
大同,https://datong.anjuke.com/,6347,550,12000,1740.9411764705883,85,40.0,200.0,88.37176470588236,60,9.0,15.0,12.873333333333333,1118,2143,1701.9833333333333
达州,https://dazhou.anjuke.com/,6852,600,1750,1346.1707317073171,41,48.0,100.0,71.14634146341463,60,14.8,26.0,23.528333333333325,1952,3609,2929.7833333333333
大丰,https://dafeng.anjuke.com/,-1,350,18000,1830.2666666666667,60,20.0,223.0,82.27833333333334,60,28.0,42.0,35.55666666666666,2613,4905,3614.483333333333
德宏,https://dehong.anjuke.com/,-1,600,25000,1978.6451612903227,62,20.0,1100.0,116.29516129032258,60,28.0,44.0,39.86000000000001,3041,5641,4579.0
定州,https://dingzhou.anjuke.com/,-1,500,7000,1190.983606557377,61,33.0,350.0,100.1311475409836,60,33.0,51.0,46.375166666666665,4138,6419,5313.316666666667
迪庆,https://diqing.anjuke.com/,-1,330,15000,2158.235294117647,17,25.0,1000.0,191.3235294117647,23,41.0,450.0,143.51304347826087,4728,13000,6157.608695652174
定西,https://dingxi.anjuke.com/,-1,800,7333,1649.725806451613,62,50.0,300.0,91.0225806451613,60,29.9,39.0,36.071666666666665,3000,5429,4349.5
大兴安岭,https://dxanling.anjuke.com/,-1,550,550,550.0,1,89.0,89.0,89.0,58,10.0,83.0,29.282758620689652,1126,6385,2994.948275862069
东台,https://dongtai.anjuke.com/,-1,1000,3500,1968.8666666666666,60,15.0,156.0,92.98666666666666,60,36.0,75.0,64.78333333333337,3928,10543,7241.2
邓州,https://dengzhou.anjuke.com/,-1,380,20000,1241.7777777777778,63,20.0,1600.0,120.17460317460318,60,18.0,35.0,31.00016666666665,2069,4546,3375.016666666667
东方,https://dongfang.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,26,70.0,165.0,103.15384615384616,5983,19804,12034.923076923076
儋州,https://danzhou.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,60,60.0,198.0,101.70666666666666,5000,17750,10348.0
丹阳,https://danyang.anjuke.com/,-1,1000,3500,1774.6031746031747,63,41.0,200.0,93.34920634920636,60,31.0,52.8,47.06666666666669,3206,7400,5647.766666666666
灯塔,https://dengta.anjuke.com/,-1,600,85000,8329.583333333334,60,30.0,110.0,63.49666666666666,60,12.0,22.0,18.574999999999996,840,3072,2379.0833333333335
敦煌,https://dunhuang.anjuke.com/,-1,750,3000,1808.3333333333333,6,90.0,128.0,106.33333333333333,20,37.0,92.0,60.705,3218,7032,5087.55
大冶,https://daye.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
都匀,https://duyun.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
东阳,https://dongyang.anjuke.com/,-1,1300,4000,2923.3333333333335,60,7.0,120.0,83.68333333333334,60,49.0,78.0,69.24333333333334,5340,10000,8366.016666666666
都江堰,https://dujiangyan.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
东至,https://dongzhixian.anjuke.com/,-1,300,540,413.3333333333333,3,40.0,105.0,65.0,60,33.0,65.0,51.531666666666666,2804,8529,5059.766666666666
德清,https://deqingxian.anjuke.com/,-1,800,4000,2242.776119402985,67,25.0,143.0,93.19850746268656,60,48.0,67.0,60.45333333333333,5546,8077,6973.5
东海,https://donghaixian.anjuke.com/,-1,500,2200,1614.6097560975609,41,81.0,115.0,95.21219512195121,60,33.0,77.0,62.63833333333335,3600,10829,6972.483333333334
单县,https://danxian.anjuke.com/,-1,298,16000,2248.0,61,20.0,280.0,103.31147540983606,60,21.0,39.7,33.408166666666666,2250,4811,3787.6833333333334
凤城,https://ddfengcheng.anjuke.com/,-1,420,2500,1113.2333333333333,60,36.0,120.0,68.10666666666667,60,16.5,31.0,26.583333333333332,2143,4393,3425.2166666666667
禹城,https://dzyucheng.anjuke.com/,-1,300,11900,1208.4166666666667,60,40.0,145.0,107.01333333333332,60,28.0,45.0,39.02333333333333,2800,5725,4478.65
大竹,https://dazhu.anjuke.com/,-1,500,18000,1887.0579710144928,69,40.0,125.0,78.17391304347827,60,19.8,31.0,28.378333333333316,2361,4258,3409.733333333333
定边,https://dingbianxian.anjuke.com/,-1,450,33000,3190.7833333333333,60,20.0,240.0,102.48333333333333,11,52.5,80.0,64.95454545454545,3734,6630,5313.909090909091
东明,https://dongmingxian.anjuke.com/,-1,500,16000,2654.925925925926,54,48.0,198.0,115.01296296296296,60,24.8,48.5,40.99166666666667,2773,5518,3784.1666666666665
东平,https://dongpingxian.anjuke.com/,-1,260,11000,2978.8888888888887,9,25.0,137.0,84.97777777777777,60,38.0,66.0,56.991666666666674,4184,8553,5855.4
大悟,https://dawuxian.anjuke.com/,-1,600,800,700.0,2,110.0,120.0,115.0,18,24.0,87.0,40.09444444444445,1859,6905,3408.904761904762
鄂尔多斯,https://eerduosi.anjuke.com/,7351,1250,3167,2039.6,60,70.0,134.0,111.33333333333333,59,16.0,24.0,21.508305084745764,1677,3286,2759.3389830508477
恩施,https://enshi.anjuke.com/,6316,550,9000,1632.6206896551723,87,20.0,156.0,86.55632183908045,60,15.0,23.8,20.748333333333324,1875,2902,2200.9333333333334
鄂州,https://ezhou.anjuke.com/,5747,700,1300,1113.0,60,50.0,100.0,82.35,60,16.0,21.0,19.538333333333334,2152,2888,2521.016666666667
恩平,https://enping.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
峨眉山,https://emeishan.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
佛山,https://foshan.anjuke.com/,13117,880,1250,1113.75,60,28.2,80.0,58.654999999999994,60,18.0,23.0,21.272333333333336,2360,3240,2641.4333333333334
福州,https://fz.anjuke.com/,23754,900,1300,1208.3166666666666,60,15.0,86.0,60.7,60,30.0,36.0,34.25833333333333,3704,5000,4356.033333333334
阜阳,https://fuyang.anjuke.com/,7915,550,1700,1129.55,60,63.0,100.0,82.43166666666666,60,20.0,27.0,24.945,1740,3715,2758.2833333333333
抚顺,https://fushun.anjuke.com/,5002,800,1500,1276.6666666666667,60,56.0,104.0,79.83333333333333,60,9.0,15.0,12.808333333333332,1072,2143,1576.4833333333333
阜新,https://fuxin.anjuke.com/,4082,280,2500,1115.0,62,15.0,120.0,64.26935483870967,60,5.0,12.0,9.26,669,1670,1203.2833333333333
抚州,https://fuzhoushi.anjuke.com/,8068,350,3300,1473.8235294117646,68,20.0,156.0,87.66764705882352,60,25.0,40.0,37.00666666666665,1775,5658,4712.9
防城港,https://fangchenggang.anjuke.com/,-1,350,3000,935.3958333333334,96,25.0,209.0,82.04791666666667,60,17.0,25.0,22.21233333333333,2237,3572,2715.5666666666666
肥城市,https://feichengshi.anjuke.com/,-1,500,1600,959.7777777777778,63,50.0,140.0,90.16825396825396,60,18.8,35.8,29.351666666666663,2211,5000,3401.5333333333333
丰城,https://fengchengshi.anjuke.com/,-1,400,2600,1311.1475409836066,61,30.0,500.0,105.16065573770491,60,30.0,59.0,49.030000000000015,3680,7533,5430.2
福清,https://fuqing.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
福安,https://fuan.anjuke.com/,-1,450,4000,1932.0,60,15.0,2400.0,139.1616666666667,60,32.0,129.0,77.55166666666668,3724,13163,7789.616666666667
福鼎,https://fuding.anjuke.com/,-1,720,30000,3617.55,60,20.0,141.0,89.0,60,45.8,78.0,70.22833333333337,4524,10347,8294.933333333332
范县,https://fanxian.anjuke.com/,-1,300,10000,2987.5,4,20.0,138.0,87.0,34,28.0,176.0,60.95294117647059,3261,6744,4846.294117647059
分宜,https://fenyixian.anjuke.com/,-1,500,3000,1370.0,10,32.0,260.0,105.80999999999999,60,38.0,69.8,59.238333333333344,4104,8836,5826.966666666666
扶余,https://fuyushi.anjuke.com/,-1,458,22000,3761.0833333333335,60,30.0,126.0,68.17833333333331,60,16.5,37.5,28.854999999999993,1775,4324,3412.9166666666665
阜宁,https://funing.anjuke.com/,-1,500,3800,1192.126984126984,63,26.0,137.0,79.0079365079365,60,16.8,30.0,26.909999999999982,1817,4258,3120.8333333333335
浮梁,https://fuliang.anjuke.com/,-1,550,10000,1623.9285714285713,56,30.0,1000.0,118.98035714285713,60,22.0,56.0,48.65,2445,7133,5471.45
府谷,https://fuguxian.anjuke.com/,-1,450,33000,3190.7833333333333,60,20.0,240.0,102.48333333333333,4,43.0,198.0,143.75,2811,13847,11082.42857142857
广州,https://guangzhou.anjuke.com/,31565,700,1450,1191.9833333333333,60,42.0,100.0,67.21666666666667,60,23.0,35.0,30.788,1211,5000,3450.016666666667
贵阳,https://gy.anjuke.com/,8882,900,1499,1295.8666666666666,60,45.0,93.0,61.82333333333334,60,14.5,31.8,27.848333333333333,1687,4540,3549.7833333333333
桂林,https://guilin.anjuke.com/,6710,650,2500,1358.9333333333334,60,50.0,128.0,77.41000000000001,60,19.0,28.2,26.049999999999997,2213,4029,3237.2833333333333
赣州,https://ganzhou.anjuke.com/,8488,700,2800,1600.9166666666667,60,40.0,108.0,73.33833333333334,60,26.8,39.0,36.158333333333324,1986,5572,4387.65
广安,https://guangan.anjuke.com/,5907,400,18000,1868.9166666666667,96,30.0,150.0,80.809375,60,15.0,22.8,20.009999999999998,1487,3143,2592.5666666666666
贵港,https://guigang.anjuke.com/,6177,300,3300,1235.9420289855072,69,16.0,150.0,76.47826086956522,60,19.0,30.8,28.589999999999993,2654,4286,3510.633333333333
广元,https://guangyuan.anjuke.com/,6953,300,3600,1436.0655737704917,61,15.0,184.6,87.1655737704918,60,19.5,37.9,32.75666666666667,2392,5143,4030.483333333333
甘孜,https://ganzi.anjuke.com/,-1,600,40000,3017.8571428571427,42,15.0,240.0,95.1452380952381,60,45.0,68.0,61.348333333333336,5322,9067,7351.933333333333
甘南,https://gannan.anjuke.com/,-1,1300,20000,13136.363636363636,11,96.0,110.0,102.36363636363636,INIT,INIT,INIT,INIT,INIT,INIT,INIT
馆陶,https://guantao.anjuke.com/,-1,400,1500,800.0,3,20.0,130.0,73.33333333333333,1,52.7,52.7,52.7,3800,3800,3800.0
果洛,https://guoluo.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
固原,https://guyuan.anjuke.com/,-1,700,230000,4844.603174603175,63,50.0,1157.0,111.70476190476191,60,20.0,32.0,28.55333333333333,2430,4508,3571.7833333333333
公主岭市,https://gongzhulingshi.anjuke.com/,-1,500,12000,2230.0,15,45.0,102.0,82.07999999999998,60,11.5,41.5,29.694999999999997,1618,5617,3616.4
高邮,https://gaoyou.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
高密市,https://gaomishi.anjuke.com/,-1,450,1900,1065.1184210526317,76,38.0,170.0,97.40789473684211,60,19.9,35.0,31.564999999999998,2625,4930,3979.1666666666665
格尔木,https://geermu.anjuke.com/,-1,500,2400,1413.5,60,37.0,134.0,87.91666666666667,60,19.0,28.0,25.016666666666666,2283,4000,3270.05
广汉,https://guanghan.anjuke.com/,-1,350,2700,1250.144927536232,69,53.0,148.0,86.91304347826087,60,18.5,27.0,24.626666666666654,2577,3829,3255.9666666666667
桂平,https://guiping.anjuke.com/,-1,500,2500,1603.7096774193549,62,35.0,150.0,102.10806451612903,60,23.0,38.0,32.12749999999999,2693,5008,3708.7166666666667
高安,https://gaoanshi.anjuke.com/,-1,350,2000,1027.9636363636364,55,15.0,175.0,83.79454545454547,60,35.0,58.0,48.733333333333334,3618,7734,5538.933333333333
高碑店,https://gaobeidian.anjuke.com/,-1,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT,INIT
固始,https://gushixian.anjuke.com/,-1,300,2000,938.0925925925926,54,25.0,155.0,84.77777777777777,60,13.0,26.6,22.32666666666666,1364,3115,2110.1666666666665
桂阳,https://guiyangxian.anjuke.com/,-1,500,3000,1378.1818181818182,22,32.0,310.0,143.97727272727272,60,27.0,65.0,51.605000000000004,2950,6019,4231.966666666666
高平,https://gaopingshi.anjuke.com/,-1,250,23000,1541.1311475409836,61,29.0,230.0,98.06557377049181,60,27.0,48.0,42.093333333333334,2500,6572,4348.116666666667
广饶县,https://guangraoxian.anjuke.com/,-1,600,1666,1077.7833333333333,60,69.0,150.0,108.28333333333333,60,35.0,49.5,44.260000000000005,3286,6713,5057.583333333333
