Name,URL,官方均价(元/㎡),min租金(元/月),max租金(元/月),avg租金(元/月),房子数/租金样本数量,租房最小面积(㎡),租房最大面积(㎡),租房平均面积(㎡),二手房样本数量,min二手房价(万元),max二手房价(万元),avg二手房价(万元),min二手房均价(元/㎡),max二手房均价(元/㎡),avg二手房均价(元/㎡)
慈利,https://cilixian.anjuke.com/,-1,300,6500,1145.0,28,20.0,150.0,84.36785714285715,60,37.8,58.0,49.165000000000006,3184,6816,4695.716666666666
长岭,https://changlingxian.anjuke.com/,-1,850,16000,9225.0,6,60.0,110.0,85.16666666666667,9,23.5,41.8,31.988888888888894,2991,4750,4072.777777777778
长兴,https://changxingxian.anjuke.com/,-1,1200,3800,2432.2950819672133,61,39.0,158.0,89.55737704918033,60,30.0,44.0,40.12833333333333,3449,5814,5098.583333333333
苍南县,https://cangnanxian.anjuke.com/,-1,500,35000,5972.44262295082,61,16.0,200.0,83.47049180327869,60,32.0,60.0,53.81800000000001,2844,8572,5129.116666666667
长垣县,https://changyuanxian.anjuke.com/,-1,450,18500,2444.108695652174,46,20.0,174.0,114.65217391304348,60,42.0,86.0,70.10333333333332,3717,9295,5761.8
昌乐,https://changle.anjuke.com/,-1,450,17000,1341.9354838709678,62,45.0,153.0,100.91774193548386,60,21.5,34.0,30.56333333333333,2688,4709,3685.5666666666666
沧县,https://cangxian.anjuke.com/,-1,200,2200,1189.3939393939395,33,25.0,200.0,107.85757575757575,60,31.0,50.8,43.324,3445,6774,5175.55
长宁,https://changning.anjuke.com/,-1,500,1600,1286.7857142857142,28,27.0,225.0,112.57142857142857,60,25.8,39.8,34.53099999999998,2344,4847,3360.8
磁县,https://cixian.anjuke.com/,-1,500,4500,1249.423076923077,26,30.0,204.0,108.57692307692308,60,28.0,65.0,53.63766666666667,2831,7663,5508.633333333333
茌平,https://chiping.anjuke.com/,-1,320,4000,1158.9473684210527,19,51.0,360.0,149.83157894736843,60,30.0,58.0,47.99000000000001,2791,7125,5197.816666666667
大连,https://dalian.anjuke.com/,14975,850,2000,1744.6666666666667,60,33.0,95.0,71.69833333333332,60,20.0,27.8,24.31833333333333,2555,3815,3223.766666666667
东莞,https://dg.anjuke.com/,-1,650,980,851.15,60,28.0,91.0,63.99,60,19.0,31.0,28.266666666666662,1740,4358,3474.8333333333335
德阳,https://deyang.anjuke.com/,5975,600,2000,1224.0555555555557,54,62.0,120.0,84.04814814814816,60,18.0,25.0,23.21633333333332,2128,3493,3043.9
大理,https://dali.anjuke.com/,12727,700,4500,2303.720930232558,43,44.5,128.0,80.5,60,23.0,56.0,49.61200000000001,3027,7560,5449.2
德州,https://dezhou.anjuke.com/,9003,500,900,771.6666666666666,60,56.0,103.0,78.83333333333333,60,19.0,30.0,26.05666666666667,2235,4072,3145.05
丹东,https://dandong.anjuke.com/,7036,700,4000,1607.2222222222222,54,46.0,120.0,76.12962962962963,60,14.8,23.5,21.456666666666667,2085,3358,2830.95
大同,https://datong.anjuke.com/,6347,500,15000,1658.2736842105264,95,50.0,360.0,86.26315789473684,60,7.0,16.0,14.056666666666665,1000,2226,1770.1
达州,https://dazhou.anjuke.com/,6852,300,22000,2148.602409638554,83,34.0,155.0,80.15903614457832,60,15.6,25.8,22.944999999999993,1334,3658,2877.95
德宏,https://dehong.anjuke.com/,-1,400,28000,2424.6617647058824,68,20.0,350.0,100.6029411764706,60,23.5,41.0,36.964999999999996,3119,5206,4338.933333333333
定州,https://dingzhou.anjuke.com/,-1,300,1500,1083.8709677419354,62,16.0,140.0,94.84354838709677,60,32.0,50.0,45.470833333333324,4500,7043,5363.65
迪庆,https://diqing.anjuke.com/,-1,300,8224,1855.3478260869565,23,30.0,750.0,183.20000000000002,23,39.9,450.0,170.5608695652174,4957,13000,6311.391304347826
大兴安岭,https://dxanling.anjuke.com/,-1,700,8200,2625.0,4,50.0,67.0,57.75,60,12.0,39.0,24.582666666666665,1685,3979,2698.2
东台,https://dongtai.anjuke.com/,-1,799,4500,2084.1311475409834,61,40.0,2000.0,134.13114754098362,60,36.0,73.8,61.770000000000046,3928,9972,6753.916666666667
邓州,https://dengzhou.anjuke.com/,-1,450,6000,1113.6166666666666,60,40.0,230.0,89.98499999999999,60,21.8,35.0,30.258499999999994,2035,4392,3239.766666666667
灯塔,https://dengta.anjuke.com/,-1,500,13000,6599.3,60,32.0,99.0,63.30166666666667,60,13.0,21.0,18.571666666666662,1634,3000,2419.4333333333334
敦煌,https://dunhuang.anjuke.com/,-1,1100,22000,3534.5454545454545,11,70.0,125.0,99.23636363636363,17,36.8,90.0,54.3235294117647,3125,7032,5186.823529411765
东阳,https://dongyang.anjuke.com/,-1,1500,4000,2921.6666666666665,60,55.0,120.0,85.98333333333333,60,55.0,75.0,69.36833333333334,5500,10000,8897.116666666667
东至,https://dongzhixian.anjuke.com/,-1,400,17000,2880.0,20,28.0,160.0,77.78,60,23.0,64.0,51.77833333333333,2004,9143,5414.716666666666
德清,https://deqingxian.anjuke.com/,-1,800,8000,2580.8333333333335,60,25.0,180.0,105.20666666666666,60,26.0,60.0,55.30666666666666,3715,8286,6625.4
单县,https://danxian.anjuke.com/,-1,400,18000,2605.6,60,15.0,300.0,102.26666666666667,60,16.0,40.0,32.843333333333334,2128,4591,3551.75
抚顺,https://fushun.anjuke.com/,5002,700,1500,1246.6666666666667,60,45.0,110.0,79.41166666666666,60,6.5,15.0,12.746666666666666,874,2143,1614.8333333333333
抚州,https://fuzhoushi.anjuke.com/,8068,420,3000,1323.0625,64,32.0,150.0,91.875,60,29.8,43.0,39.70166666666666,3000,6143,5009.0
防城港,https://fangchenggang.anjuke.com/,-1,500,3000,1046.578947368421,76,25.0,315.0,88.15921052631579,60,17.0,27.0,24.15933333333333,2097,3662,2872.733333333333
肥城市,https://feichengshi.anjuke.com/,-1,600,1700,1087.6923076923076,65,45.0,150.0,90.27230769230769,60,19.8,32.0,26.99816666666666,2106,4572,3183.8333333333335
福安,https://fuan.anjuke.com/,-1,500,4200,1944.8333333333333,60,32.0,270.0,96.71666666666667,60,30.0,37.0,34.405,3897,5000,4593.9
赣州,https://ganzhou.anjuke.com/,8488,800,2200,1674.9833333333333,60,50.0,105.0,76.5,60,21.8,39.8,35.806666666666665,1986,5686,4155.466666666666
广安,https://guangan.anjuke.com/,5907,800,20000,1469.7592592592594,54,35.0,90.0,73.84814814814816,60,16.0,24.0,21.336666666666662,1487,3429,2751.616666666667
馆陶,https://guantao.anjuke.com/,-1,400,400,400.0,1,40.0,40.0,40.0,4,73.0,88.0,78.75,4741,6719,5830.5
高安,https://gaoanshi.anjuke.com/,-1,350,16000,1275.7166666666667,60,25.0,400.0,95.93166666666667,60,35.0,60.0,50.226666666666674,3325,7565,5757.15
鸡西,https://jixi.anjuke.com/,3849,500,15000,2825.157142857143,70,25.0,133.0,69.53,60,9.8,15.6,13.531833333333331,1162,2229,1786.6833333333334
靖江,https://jingjiang.anjuke.com/,-1,450,4200,2003.7714285714285,70,20.0,166.4,91.33142857142857,60,39.8,49.8,46.23500000000001,3184,6972,5591.5
晋江,https://jinjiangshi.anjuke.com/,-1,1200,1800,1525.3,60,50.0,110.0,73.8,60,33.0,57.0,52.06499999999999,4348,6566,5906.6
建湖,https://jianhuxian.anjuke.com/,-1,200,13000,1684.7166666666667,60,22.0,194.7,91.47,60,23.2,35.0,30.254999999999995,2204,4173,3246.4666666666667
昌邑,https://jlchangyi.anjuke.com/,-1,500,4500,1147.03125,64,45.0,1130.0,121.4703125,60,26.0,40.0,36.63499999999999,2678,5715,4379.583333333333
桦甸,https://jlhuadian.anjuke.com/,-1,550,1000,650.0,5,37.0,98.0,62.0,50,13.0,76.0,30.61,1650,5216,3317.68
进贤,https://jinxian.anjuke.com/,-1,1000,3288,1879.8032786885246,61,40.0,150.0,104.70327868852459,60,30.0,49.8,44.10816666666667,3363,6076,4788.516666666666
金湖,https://jinhu.anjuke.com/,-1,740,13000,3415.5,14,50.1,105.0,85.79285714285713,60,35.0,63.0,52.702500000000015,3591,8631,5667.916666666667
钟祥,https://jmzhongxiang.anjuke.com/,-1,260,2200,900.3181818181819,22,20.0,133.0,73.4090909090909,60,15.8,36.8,30.54333333333332,2072,4534,3421.766666666667
孟州,https://jzmengzhou.anjuke.com/,-1,260,3000,1063.5384615384614,13,15.0,150.0,93.4076923076923,60,22.0,120.0,57.43,2084,7955,4805.283333333334
靖边,https://jingbianxian.anjuke.com/,-1,400,2000,1391.6666666666667,6,28.0,154.0,100.0,22,43.0,130.0,74.68636363636364,3593,7077,5390.090909090909
巨野,https://juyexian.anjuke.com/,-1,400,15000,1524.4166666666667,60,38.0,168.0,107.15333333333334,60,26.0,45.0,39.38,2616,6136,4513.783333333334
鄄城,https://juanchengxian.anjuke.com/,-1,360,15000,1585.4893617021276,47,40.0,666.0,129.88297872340425,60,28.0,53.0,43.25333333333333,2756,5328,3869.266666666667
姜堰,https://jiangyan.anjuke.com/,-1,350,17000,1777.5416666666667,96,21.0,137.8,81.49583333333334,60,30.0,78.0,59.44833333333333,3306,11143,6101.233333333334
垦利,https://kenli.anjuke.com/,-1,520,16000,2463.05,60,60.0,300.0,115.51166666666667,60,14.0,29.0,24.12666666666667,1750,3786,2870.733333333333
开平,https://kaiping.anjuke.com/,-1,380,32000,2318.4615384615386,65,25.0,2400.0,119.96615384615384,60,14.5,28.0,25.099999999999987,2072,4000,3206.1666666666665
兰考,https://kflankao.anjuke.com/,-1,400,20000,2614.366666666667,60,20.0,249.0,118.42499999999998,60,32.0,74.0,57.01833333333333,3019,6592,4786.666666666667
兰州,https://lanzhou.anjuke.com/,12918,1200,2400,1912.8,60,40.0,114.0,82.66500000000003,60,2.0,38.0,29.588333333333328,150,5429,3694.2833333333333
廊坊,https://langfang.anjuke.com/,13681,800,1300,1170.9166666666667,60,60.0,103.0,82.96166666666667,60,18.0,23.0,21.6625,2499,3215,2764.35
柳州,https://liuzhou.anjuke.com/,-1,600,3000,1663.8297872340424,47,55.0,94.0,80.95106382978723,60,24.0,42.0,36.36933333333334,2435,5775,4114.8
莱芜,https://laiwu.anjuke.com/,8209,260,2000,1156.4473684210527,76,15.0,178.0,93.30263157894737,60,13.0,47.0,35.93333333333333,1858,6429,4239.616666666667
丽江,https://lijiang.anjuke.com/,7989,550,30000,2649.3670886075947,79,30.0,700.0,112.2873417721519,60,28.0,43.0,38.18299999999999,3479,5973,4594.7
辽阳,https://liaoyang.anjuke.com/,4780,400,28000,2480.2272727272725,66,20.0,320.0,68.98333333333333,60,9.5,16.0,14.537999999999998,1358,2258,1956.25
拉萨,https://lasa.anjuke.com/,12485,1400,28600,2739.285714285714,56,58.0,260.0,88.66428571428571,60,38.0,48.0,44.68333333333333,4000,6487,5194.983333333334
凉山,https://liangshan.anjuke.com/,9374,800,18000,2129.7979797979797,99,27.0,200.0,86.6959595959596,60,45.0,56.8,53.42000000000002,4545,7888,6514.0
来宾,https://laibin.anjuke.com/,-1,250,2500,1384.6666666666667,60,20.0,210.0,103.475,60,19.0,36.5,31.375,2250,4737,3628.6
临沧,https://lingcang.anjuke.com/,-1,600,4000,1756.3541666666667,96,38.0,350.0,96.16979166666665,60,22.0,45.0,42.07333333333333,3024,6165,4956.333333333333
临夏,https://linxia.anjuke.com/,-1,900,1600,1333.3333333333333,60,50.0,125.0,81.10833333333333,60,26.5,43.0,39.51833333333333,3398,5891,4927.833333333333
临猗,https://linyishi.anjuke.com/,-1,300,900,595.9,10,28.0,120.0,54.7,60,19.0,63.0,48.37000000000001,2500,5979,4332.833333333333
林芝,https://linzhi.anjuke.com/,-1,900,7500,2081.6666666666665,60,28.0,298.0,108.20166666666665,60,37.0,53.0,49.615,4773,7223,6006.35
陇南,https://longnan.anjuke.com/,-1,176,50003,2922.808510638298,47,18.0,350.0,109.03191489361703,60,49.0,75.0,67.36666666666666,5000,8222,6698.316666666667
龙口,https://longkou.anjuke.com/,-1,330,7000,1211.6176470588234,68,40.0,140.0,81.44558823529412,60,16.0,22.0,20.921666666666663,1979,3143,2759.383333333333
莱阳,https://laiyang.anjuke.com/,-1,600,2200,1351.4603174603174,63,20.0,125.0,79.63650793650794,60,16.6,37.5,32.87166666666666,1883,5272,4196.966666666666
溧阳,https://liyang.anjuke.com/,-1,780,4200,2052.5757575757575,66,28.0,160.0,86.67727272727272,60,48.0,61.8,57.6166666666667,3750,8829,7260.933333333333
灵宝市,https://lingbaoshi.anjuke.com/,-1,400,27000,2321.909090909091,22,22.0,140.0,72.77272727272727,32,35.0,160.0,61.278124999999996,2587,6275,4315.71875
冷水江,https://lengshuijiang.anjuke.com/,-1,450,3000,1311.3333333333333,60,50.0,180.0,100.65,60,23.8,35.8,30.219999999999974,1904,4695,3384.5833333333335
乐平市,https://lepingshi.anjuke.com/,-1,350,3200,1383.3333333333333,60,20.0,227.0,92.62833333333333,60,26.5,62.0,50.955000000000005,3272,7745,5338.1
梨树,https://lishuxian.anjuke.com/,-1,600,12000,4194.444444444444,9,39.0,230.0,81.88888888888889,60,15.0,24.8,22.11833333333333,2058,3398,2852.633333333333
利津,https://lijingxian.anjuke.com/,-1,550,15000,1714.1666666666667,30,60.0,137.0,105.9,60,25.0,57.0,43.279999999999994,2516,6223,4653.133333333333
柳林,https://liulinxian.anjuke.com/,-1,300,15000,1909.9333333333334,60,23.0,180.0,91.26833333333333,1,68.0,68.0,68.0,6416,6416,6416.0
滦南,https://luannan.anjuke.com/,-1,500,18000,2630.3,50,28.0,130.0,84.50200000000001,60,34.0,57.0,48.00666666666667,3846,7459,5399.883333333333
临朐,https://linju.anjuke.com/,-1,700,13003,1667.5666666666666,60,50.0,145.0,106.21666666666667,60,27.0,45.0,37.66466666666667,2784,6057,4560.9
乐陵,https://leling.anjuke.com/,-1,500,12500,2203.8253968253966,63,36.0,140.0,96.31746031746032,60,25.0,50.0,44.5665,3316,6402,5209.816666666667
澧县,https://lixian.anjuke.com/,-1,420,5500,1307.7377049180327,61,45.0,154.0,104.10655737704919,60,23.8,38.0,33.503333333333316,2645,4808,3584.15
梁山,https://liangshanxian.anjuke.com/,-1,750,21000,5246.180327868852,61,30.0,200.0,111.50819672131148,60,32.0,57.0,49.45,3771,6625,5293.916666666667
绵阳,https://mianyang.anjuke.com/,7708,500,1200,919.4666666666667,60,55.0,120.0,81.94333333333334,60,18.0,27.0,24.43133333333333,2153,3723,3175.9
茂名,https://maoming.anjuke.com/,7387,500,7300,1939.1666666666667,96,25.0,210.0,84.91458333333334,60,18.0,32.0,27.533333333333335,2400,4508,3355.266666666667
眉山,https://meishan.anjuke.com/,6053,460,12800,1469.5212765957447,94,29.0,157.0,83.61808510638298,60,18.8,28.0,25.003333333333316,2000,3829,3056.4166666666665
梅州,https://meizhou.anjuke.com/,5810,350,3400,1520.6382978723404,94,20.0,179.0,79.93510638297872,60,19.5,31.8,28.034999999999982,2280,4258,3162.75
梅河口,https://meihekou.anjuke.com/,-1,625,28000,3196.030303030303,66,27.0,127.0,79.25151515151515,60,17.0,25.8,23.764999999999986,2412,3686,3273.95
弥勒,https://mileshi.anjuke.com/,-1,800,2700,1512.7826086956522,69,39.0,162.0,89.62318840579711,60,31.0,46.8,43.08999999999999,3645,6429,5258.95
渑池,https://mianchixian.anjuke.com/,-1,600,2200,1091.6666666666667,6,51.0,300.0,134.83333333333334,23,40.0,76.0,56.65217391304347,3125,6123,4746.347826086957
孟津,https://mengjin.anjuke.com/,-1,200,5000,1065.7142857142858,35,19.0,1100.0,120.45714285714286,60,23.0,62.5,50.17166666666667,2182,6596,4641.316666666667
宁波,https://nb.anjuke.com/,24289,1300,1700,1527.9666666666667,60,40.0,108.0,85.40500000000002,60,34.7,55.0,50.76,4584,7858,6562.166666666667
南昌,https://nc.anjuke.com/,-1,850,1300,1160.2666666666667,60,43.0,90.0,71.78333333333333,60,15.0,38.0,32.02799999999999,2143,4974,4000.383333333333
南宁,https://nanning.anjuke.com/,11024,900,1100,1005.9666666666667,60,5.0,80.0,61.803333333333335,60,3.0,25.0,22.908333333333335,213,3572,3088.05
南通,https://nantong.anjuke.com/,14946,650,3200,1268.3333333333333,60,52.0,900.0,97.19166666666666,60,21.6,30.8,27.134666666666664,3043,4226,3517.5833333333335
南安,https://nananshi.anjuke.com/,-1,390,3000,1664.8428571428572,70,25.0,152.0,84.03571428571429,60,37.0,56.0,50.83833333333334,3378,7145,5636.333333333333
宁国,https://ningguo.anjuke.com/,-1,580,2500,1299.8181818181818,22,47.0,130.0,91.04545454545455,60,39.2,65.8,57.87500000000003,4588,8858,6650.283333333334
南城,https://nanchengxian.anjuke.com/,-1,700,1500,1042.857142857143,7,80.0,500.0,170.42857142857142,9,53.0,93.0,80.94444444444444,5932,8578,7210.444444444444
南县,https://nanxian.anjuke.com/,-1,500,1800,932.1428571428571,14,64.0,150.0,112.17857142857143,60,16.5,88.8,49.03333333333334,1019,6677,3795.883333333333
宁津,https://ningjinxian.anjuke.com/,-1,420,3000,1438.8166666666666,60,28.0,182.0,110.16666666666667,60,28.0,57.0,50.18333333333333,3637,7000,5629.666666666667
宁阳,https://ningyangxian.anjuke.com/,-1,180,1600,937.5,60,18.0,145.0,99.38833333333334,60,32.0,54.0,46.02200000000001,2998,6601,4932.416666666667
盘锦,https://panjin.anjuke.com/,4337,360,12000,1329.9247311827958,93,30.0,152.0,79.69999999999999,60,1.0,14.8,12.261666666666665,38,2110,1597.35
普洱,https://puer.anjuke.com/,8093,500,5840,1549.55223880597,67,30.0,220.0,82.74626865671642,60,27.4,46.0,38.775,3092,6572,4755.766666666666
邳州,https://pizhou.anjuke.com/,-1,380,15000,1614.4430379746836,79,23.0,500.0,112.52405063291138,60,31.0,52.0,42.385,2936,6724,4652.25
蓬莱市,https://penglaishi.anjuke.com/,-1,417,5000,1449.4761904761904,63,10.0,270.0,89.13492063492063,60,16.0,38.8,33.26166666666666,1928,5542,4042.35
平湖,https://pinghu.anjuke.com/,-1,800,3900,1779.0,100,13.0,125.0,78.946,60,25.0,49.0,42.22983333333333,3572,6985,5491.733333333334
平阳,https://pingyang.anjuke.com/,-1,400,26200,2644.9375,64,20.0,164.0,88.109375,60,35.0,57.0,52.36833333333334,3254,7574,6226.616666666667
栖霞,https://qixia.anjuke.com/,-1,260,1500,822.1739130434783,23,50.0,160.0,84.47826086956522,60,16.8,31.0,25.838166666666666,2095,4055,3147.9666666666667
江山,https://qzjiangshan.anjuke.com/,-1,360,10000,1708.1666666666667,60,20.0,300.0,90.47166666666666,60,100.0,160.0,145.51333333333332,10910,21667,17138.233333333334
齐河,https://qihexian.anjuke.com/,-1,200,5000,1354.3166666666666,60,10.0,300.0,107.71000000000001,60,35.0,54.0,47.52666666666667,3680,7043,5565.883333333333
祁东,https://qidongxian.anjuke.com/,-1,350,5500,1161.64,25,40.0,170.0,109.344,60,31.8,52.8,44.696000000000005,2515,4975,3694.3333333333335
日喀则,https://rikeze.anjuke.com/,-1,300,15000,4366.666666666667,60,20.0,804.8,186.215,60,68.0,158.0,110.26666666666667,3005,12339,8422.966666666667
瑞安,https://ruian.anjuke.com/,-1,500,30000,2464.859375,64,15.0,180.0,71.66875,60,56.6,115.0,87.41483333333333,3538,15572,8551.45
汝州市,https://ruzhoushi.anjuke.com/,-1,450,2500,1225.0892857142858,56,8.0,200.0,100.71785714285714,60,27.0,78.0,63.55500000000003,2579,7778,4906.966666666666
任丘市,https://renqiushi.anjuke.com/,-1,550,20000,2245.0,60,22.0,230.0,93.24000000000001,60,35.0,79.0,63.745000000000005,4701,9460,7975.25
乳山市,https://rushanshi.anjuke.com/,-1,400,40000,1790.9859154929577,71,35.0,240.0,84.04929577464789,60,9.0,15.5,14.113333333333335,1268,2143,1853.85
仁怀,https://renhuai.anjuke.com/,-1,700,30000,5404.347826086957,23,20.0,670.0,198.49565217391302,60,44.8,117.8,92.98200000000001,5600,11530,7788.4
如皋,https://rugao.anjuke.com/,-1,600,4500,1687.027027027027,74,24.0,162.0,96.82432432432432,60,21.6,31.8,27.321666666666665,3043,4226,3492.983333333333
荣成市,https://rongchengshi.anjuke.com/,-1,600,4500,1415.7777777777778,81,42.0,153.0,86.70246913580247,60,12.0,28.0,25.243,1548,4000,3176.7
如东,https://rudongxian.anjuke.com/,-1,900,3500,2147.652777777778,72,40.0,260.0,94.41666666666667,60,37.0,65.0,55.563,4353,8451,6020.2
仁寿,https://renshouxian.anjuke.com/,-1,350,2860,1485.725806451613,62,36.0,188.0,91.48870967741935,60,24.0,41.0,37.34166666666666,2827,5747,4240.233333333334
